wave	var	page	description	labels	depends_on	section	source
Interview 3 (postnatal, ~6 months)	C072_6	69	How often did you use [answer from C071:1.-11.]?	1. Less than once a month / | 2. Number of times per month: | 3. Number of times per week: | 4. Every day / | 5. Do not know / | 6. Do not wish to answer / | 9. Undefined | 10. Irrelevant	Depends on: C070 C071	WORK AND TIME FOR THE CHILD	expanded
Interview 3 (postnatal, ~6 months)	C072_7	69	How often did you use [answer from C071:1.-11.]?	1. Less than once a month / | 2. Number of times per month: | 3. Number of times per week: | 4. Every day / | 5. Do not know / | 6. Do not wish to answer / | 9. Undefined | 10. Irrelevant	Depends on: C070 C071	WORK AND TIME FOR THE CHILD	expanded
Interview 3 (postnatal, ~6 months)	C072_8	69	How often did you use [answer from C071:1.-11.]?	1. Less than once a month / | 2. Number of times per month: | 3. Number of times per week: | 4. Every day / | 5. Do not know / | 6. Do not wish to answer / | 9. Undefined | 10. Irrelevant	Depends on: C070 C071	WORK AND TIME FOR THE CHILD	expanded
Interview 3 (postnatal, ~6 months)	C072_9	69	How often did you use [answer from C071:1.-11.]?	1. Less than once a month / | 2. Number of times per month: | 3. Number of times per week: | 4. Every day / | 5. Do not know / | 6. Do not wish to answer / | 9. Undefined | 10. Irrelevant	Depends on: C070 C071	WORK AND TIME FOR THE CHILD	expanded
Interview 3 (postnatal, ~6 months)	C072_10	69	How often did you use [answer from C071:1.-11.]?	1. Less than once a month / | 2. Number of times per month: | 3. Number of times per week: | 4. Every day / | 5. Do not know / | 6. Do not wish to answer / | 9. Undefined | 10. Irrelevant	Depends on: C070 C071	WORK AND TIME FOR THE CHILD	expanded
Interview 3 (postnatal, ~6 months)	C072_11	69	How often did you use [answer from C071:1.-11.]?	1. Less than once a month / | 2. Number of times per month: | 3. Number of times per week: | 4. Every day / | 5. Do not know / | 6. Do not wish to answer / | 9. Undefined | 10. Irrelevant	Depends on: C070 C071	WORK AND TIME FOR THE CHILD	expanded
Interview 3 (postnatal, ~6 months)	C072A.1-11	69	Number of times per month (0-99) /		Depends on: C072	WORK AND TIME FOR THE CHILD	extracted
Interview 3 (postnatal, ~6 months)	C072B.1-11	69	Number of times per week (0-99)		Depends on: C072	WORK AND TIME FOR THE CHILD	extracted
Interview 3 (postnatal, ~6 months)	C073	70	Has he/she been in a day nursery or day care or other kind of daily care outside the home during working hours? (Care outside the home for more than 1 week)	1. No | 2. Yes | 3. Do not know | 4. Do not wish to answer | 9. Undefined		CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C074.1-9	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) C074_1. day nursery C074_2. integrated child care institution C074_3. day care C074_4. with family/friends C074_5. Other 1: ________ C074_6. Other 2: C074_7. Other 3: C074_8. Do not know C074_9. Do not wish to answer		Depends on: C073	CHILD CARE	range-header
Interview 3 (postnatal, ~6 months)	C074_1	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - day nursery		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_2	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - integrated child care institution		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_3	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - day care		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_4	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - with family/friends		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_5	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - Other 1: ________		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_6	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - Other 2:		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_7	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - Other 3:		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_8	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - Do not know		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074_9	70	Where was he/she being taken care of? Number of possible answers simultaneously: 7 (combinations of 1.-7.) - Do not wish to answer		Depends on: C073	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C074A	70	Other kind of care 1		Depends on: C074_5	CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C074B	70	Other kind of care 2		Depends on: C074_6	CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C074C	70	Other kind of care 3		Depends on: C074_9	CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C075.1-7	70	At what age was he/she in care [the answer from C074:1.-7.]?		Depends on: C073 C074	CHILD CARE	range-header
Interview 3 (postnatal, ~6 months)	C075_1	70	At what age was he/she in care [the answer from C074:1.-7.]?		Depends on: C073 C074	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C075_2	70	At what age was he/she in care [the answer from C074:1.-7.]?		Depends on: C073 C074	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C075_3	70	At what age was he/she in care [the answer from C074:1.-7.]?		Depends on: C073 C074	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C075_4	70	At what age was he/she in care [the answer from C074:1.-7.]?		Depends on: C073 C074	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C075_5	70	At what age was he/she in care [the answer from C074:1.-7.]?		Depends on: C073 C074	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C075_7	70	At what age was he/she in care [the answer from C074:1.-7.]?		Depends on: C073 C074	CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C075_6	70	and C075_7 are not in version1 Master list 1: Scheme of months C0750101-C0750701. 0 months C0750102-C0750702. ½ month C0750103-C0750703. 1 month C0750104-C0750704. 1 ½ months C0750105-C0750705. 2 months C0750106-C0750706. 2 ½ months C0750107-C0750707. 3 months C0750108-C0750708. 3 ½ months C0750109-C0750709. 4 months C0750110-C0750710. 4 ½ months C0750111-C0750711. 5 months C0750112-C0750712. 5 ½ months C0750113-C0750713. 6 months C0750114-C0750714. 6 ½ months C0750115-C0750715. the entire period C0750116-C0750716. Do not know C0750117-C0750717. Do not wish to answer			CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C076.1-9	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	range-header
Interview 3 (postnatal, ~6 months)	C076_1	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_2	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_3	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_4	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_5	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_7	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_8	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_9	71	Has he/she been away from you for more than 7 days in a row, e.g. in hospital, care, or other? Number of possible answers at the same time: 6 (combinations of 2.-7.)			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C076_6	71	and C076_7 are not in version1 C076_1. No C076_2. admitted to hospital C076_3. infant home C076_4. in a foster family C076_5. Other 1: C076_6. Other 2: C076_7. Other 3: C076_8. Do not know C076_9. Do not wish to answer			CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C076A	71	Child's other residence than home 1		Depends on: C076_5	CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C076B	71	Child's other residence than home 2		Depends on: C076_6	CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C076C	71	Child's other residence than home 3		Depends on: C076_7	CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C077.2-7	71	At what age was he/she in [answer from C076:2.-7.]? Master list 1: Scheme of months			CHILD CARE	range-header
Interview 3 (postnatal, ~6 months)	C077_2	71	At what age was he/she in [answer from C076:2.-7.]? Master list 1: Scheme of months			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C077_3	71	At what age was he/she in [answer from C076:2.-7.]? Master list 1: Scheme of months			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C077_4	71	At what age was he/she in [answer from C076:2.-7.]? Master list 1: Scheme of months			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C077_5	71	At what age was he/she in [answer from C076:2.-7.]? Master list 1: Scheme of months			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C077_7	71	At what age was he/she in [answer from C076:2.-7.]? Master list 1: Scheme of months			CHILD CARE	expanded
Interview 3 (postnatal, ~6 months)	C077_6	71	and C077_7 was not in version 1 C0770201-C0770701. 0 months C0770202-C0770702. ½ month C0770203-C0770703. 1 month C0770204-C0770704. 1 ½ months C0770205-C0770705. 2 months C0770206-C0770706. 2 ½ months C0770207-C0770707. 3 months C0770208-C0770708. 3 ½ months C0770209-C0770709. 4 months C0770210-C0770710. 4 ½ months C0770211-C0770711. 5 months C0770212-C0770712. 5 ½ months C0770213-C0770713. 6 months C0770214-C0770714. 6 ½ months C0770215-C0770715. the entire period C0770216-C0770716. Do not know C0770217-C0770717. Do not wish to answer			CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C078	71	Have other children than sisters and brothers been in the home for care since the birth of your child. Duration of more than 1 week? 71 (Not necessarily everyday during a week)	1. No | 2. Yes | 3. Do not know | 4. Do not wish to answer | 9. Undefined		CHILD CARE	extracted
Interview 3 (postnatal, ~6 months)	C079	72	Has he/she had a cold?	1. No | 2. Yes | 3. Do not know | 4. Do not wish to answer | 9. Undefined		MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C080	72	Did the cold ever last for more than 3 days in a row	1. No | 2. No, but he/she has had a cold many times | 3. Yes | 4. Yes, but of different strength | 5. Do not know | 6. Do not wish to answer | 9. Undefined | 10. Irrelevant	Depends on: C079	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C081	72	How often did the cold last more than three days in a row (If the mother cannot come up with a number of times, please say:) [Was it from 1 to 5 times, from 6 to 10 times or more than 10 times?]	1. Only 1 time | 2. Number of times more than 1: | 3. 1-5 times | 4. 6-10 times | 5. More than 10 times | 6. Do not know | 7. Do not wish to answer | 9. Undefined | 10. Irrelevant	Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C081A	72	Number of time with cold more than 3 days (0-99, 999=undefined, 1000=irrelevant)		Depends on: C081	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C082.1-17	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months C082_1. 0 months C082_2. ½ month C082_3. 1 month C082_4. 1 ½ months C082_5. 2 months C082_6. 2 ½ months C082_7. 3 months C082_8. 3 ½ months C082_9. 4 months C082_10. 4 ½ months C082_11. 5 months C082_12. 5 ½ months C082_13. 6 months C082_14. 6 ½ months C082_15. the entire period C082_16. Do not know C082_17. Do not wish to answer If answer in C080 = 1., 5. or. 6.or answer in C081 = 1. use wording a, otherwise b		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	range-header
Interview 3 (postnatal, ~6 months)	C082_1	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 0 months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_2	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - ½ month		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_3	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 1 month		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_4	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 1 ½ months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_5	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 2 months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_6	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 2 ½ months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_7	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 3 months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_8	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 3 ½ months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_9	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 4 months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_10	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 4 ½ months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_11	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 5 months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_12	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 5 ½ months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_13	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 6 months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_14	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - 6 ½ months		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_15	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - the entire period		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_16	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - Do not know		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C082_17	72	How old was he/she when he/she had a cold? Master list 1: Scheme of months - Do not wish to answer If answer in C080 = 1., 5. or. 6.or answer in C081 = 1. use wording a, otherwise b		Depends on: C079 C080	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C083	73	a. Did he/she receive any treatment? b. Did he/she at any time receive any treatment against cold?	1. No | 2. Yes | 3. Do not know | 4. Do not wish to answer | 9. Undefined | 10. Irrelevant	Depends on: C079	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C084.1-18	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) C084_1. Asthma medicine C084_2. Bricanyl C084_3. Iliadin C084_4. Camomile steam C084_5. Nose spray C084_6. Otrivin C084_7. Pamol C084_8. Pinex C084_9. Penicillin C084_10. Salbuvent C084_11.Salt water / drops of salt water C084_12. Sofradex C084_13. Spirocort C084_14. Other 1 (Text variable) C084_15. Other 2 (Text variable) C084_16. Other 3 (Text variable) C084_17. Do not know C084_18. Do not wish to answer		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	range-header
Interview 3 (postnatal, ~6 months)	C084_1	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Asthma medicine		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_2	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Bricanyl		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_3	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Iliadin		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_4	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Camomile steam		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_5	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Nose spray		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_6	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Otrivin		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_7	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Pamol		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_8	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Pinex		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_9	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Penicillin		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_10	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Salbuvent		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_11	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Salt water / drops of salt water		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_12	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Sofradex		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_13	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Spirocort		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_14	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Other 1 (Text variable)		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_15	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Other 2 (Text variable)		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_16	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Other 3 (Text variable)		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_17	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Do not know		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084_18	73	What kind of treatment? Number of possible answers at the same time:16 (combinations of 1.-16.) - Do not wish to answer		Depends on: C079 C083	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C084A	73	Other treatment against cold 1		Depends on: C084_14	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C084B	74	Other treatment against cold 2		Depends on: C084_15	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C084C	74	Other treatment against cold 3		Depends on: C084_16	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C085	74	Has he/she been constipated?	1. No | 2. Yes | 3. Do not know | 4. Do not wish to answer | 9. Undefined		MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C086	74	Did constipation ever last for more than 3 days in a row?	1. No | 2. No, but he/she has been constipated many times | 3. Yes | 4. Yes, but of different strength | 5. Do not know | 6. Do not wish to answer | 9. Undefined | 10. Irrelevant	Depends on: C085	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C087	74	How often did constipation last for more than 3 days in a row? (If the mother cannot come up with a number of times, please say:) [Was it from 1 to 5 times, from 6 to 10 times or more than 10 times?]	1. Only once | 2. Number of times more than 1 | 3. 1-5 times | 4. 6-10 times | 5. More than 10 times | 6. Do not know | 7. Do not wish to answer | 9. Undefined | 10. Irrelevant	Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C087A	74	Number of times when constipation lasted for more than 3 days (0-99)		Depends on: C087	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
Interview 3 (postnatal, ~6 months)	C088.1-17	74	How old was he/she when she was constipated? Master list 1: Scheme of months C088_1. 0 months C088_2. ½ month C088_3. 1 month C088_4. 1 ½ months C088_5. 2 months C088_6. 2 ½ months C088_7. 3 months C088_8. 3 ½ months C088_9. 4 months C088_10. 4 ½ months C088_11. 5 months C088_12. 5 ½ months C088_13. 6 months C088_14. 6 ½ months C088_15. the entire period C088_16. Do not know C088_17. Do not wish to answer If answer in C086 = 1., 5.or 6. or answer in C087 = 1. use wording a, otherwise b		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	range-header
Interview 3 (postnatal, ~6 months)	C088_1	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 0 months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_2	74	How old was he/she when she was constipated? Master list 1: Scheme of months - ½ month		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_3	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 1 month		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_4	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 1 ½ months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_5	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 2 months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_6	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 2 ½ months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_7	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 3 months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_8	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 3 ½ months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_9	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 4 months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_10	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 4 ½ months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_11	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 5 months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_12	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 5 ½ months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_13	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 6 months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_14	74	How old was he/she when she was constipated? Master list 1: Scheme of months - 6 ½ months		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_15	74	How old was he/she when she was constipated? Master list 1: Scheme of months - the entire period		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_16	74	How old was he/she when she was constipated? Master list 1: Scheme of months - Do not know		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C088_17	74	How old was he/she when she was constipated? Master list 1: Scheme of months - Do not wish to answer If answer in C086 = 1., 5.or 6. or answer in C087 = 1. use wording a, otherwise b		Depends on: C085 C086	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	expanded
Interview 3 (postnatal, ~6 months)	C089	75	a. Did he/she receive any kind of treatment? b. Did he/she ever receive any treatment against constipation?	1. No | 2. Yes | 3. Do not know | 4. Do not wish to answer | 9. Undefined | 10. Irrelevant	Depends on: C085	MEDICINE - DISEASE - CHILD The following questions are about diseases that your child may have had.	extracted
